team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2020 North Carolina Central,Mike Melvin,Ty Graves,C.J. Keyser,Evan Clayborne,Jibri Blount,4.2,9.5,-9.8,-7.8,-4.9
2020 North Carolina St.,Markell Johnson,Devon Daniels,C.J. Bryce,Jericole Hellems,D.J. Funderburk,13.5,16.5,16.3,10.9,5.9
2020 North Dakota St.,Vinnie Shahid,Jared Samuelson,Tyson Ward,Sam Griesel,Rocky Kreuser,12,12.9,9.6,8.3,0
2020 North Texas,Javion Hamlet,Umoja Gibson,James Reese,Thomas Bell,Zachary Simmons,13.6,13.1,15.1,12.2,0.7
2020 Northern Kentucky,Bryson Langdon,Tyler Sharpe,Trevon Faulkner,Jalen Tate,Dantez Walton,9.7,15.7,8.6,3.7,4.1
2020 Ohio St.,CJ Walker,Luther Muhammad,Duane Washington Jr.,Andre Wesson,Kaleb Wesson,14,17.9,25.8,13.7,13.8
2020 Oklahoma,De'Vion Harmon,Jamal Bieniemy,Austin Reaves,Kristian Doolittle,Brady Manek,12.2,18.5,18.4,9.5,11.5
2020 Oregon,Payton Pritchard,Anthony Mathis,Will Richardson,Chandler Lawson,Shakur Juiston,17.4,14.4,26.3,19.4,6.1
2020 Penn St.,Jamari Wheeler,Myles Dread,Seth Lundy,Lamar Stevens,John Harrar,9.2,14.3,19.5,7.3,12.4
2020 Prairie View A&M,Faite Williams,Antione Lister,Chancellor Ellis,Gerard Andrus,Devonte Patterson,6.9,10.7,0.5,0,3.1
2020 Providence,Luwane Pipkins,David Duke,A.J. Reeves,Alpha Diallo,Nate Watson,11.1,16.4,21.5,10.9,11.2
2020 Richmond,Jacob Gilyard,Blake Francis,Nick Sherod,Nathan Cayo,Grant Golden,15.3,17.4,23.8,14.8,7.8
2020 Robert Morris,Jon Williams,Dante Treacy,Josh Williams,AJ Bramah,Yannis Mendy,8.6,11.7,2.7,2.7,2.4
2020 Rutgers,Geo Baker,Montez Mathis,Akwasi Yeboah,Ron Harper Jr.,Shaq Carter,9.8,15.5,20.7,7.4,14.5
2020 Saint Mary's,Tommy Kuhse,Jordan Ford,Tanner Krebs,Dan Fotu,Malik Fitts,15.6,15,17.3,13,3.5
2020 San Diego St.,Malachi Flynn,KJ Feagin,Jordan Schakel,Matt Mitchell,Yanni Wetzell,16.1,19.4,29.5,17.5,12.4
2020 Seton Hall,Quincy McKnight,Myles Powell,Myles Cale,Sandro Mamukelashvili,Romaro Gill,14.3,17.1,25.2,14.8,14.1
2020 Siena,Jalen Pickett,Donald Carey,"Gary Harris, Jr.",Manny Camper,Elijah Burns,12.5,11.7,8.1,9.9,0
2020 Stephen F. Austin,John Comeaux,Roti Ware,Nathan Bain,Kevon Harris,Gavin Kensmil,9.4,14.8,16.9,7.1,12.7
2020 Texas,Matt Coleman III,Courtney Ramey,Andrew Jones,Royce Hamm Jr.,Kai Jones,7.8,14.7,11,-0.6,3.9
2020 Texas Tech,Davide Moretti,Jahmi'us Ramsey,Kyler Edwards,Kevin McCullar,TJ Holyfield,12,18.2,21.3,8.6,9.4
2020 UC Irvine,Eyassu Worku,Evan Leonard,John Edgar Jr.,Tommy Rutherford,Brad Greene,9.6,12.4,10.1,6.9,7
2020 UCLA,Tyger Campbell,David Singleton,Jaime Jaquez Jr.,Chris Smith,Jalen Hill,10.5,12.7,14.2,8.6,8.1
2020 USC,Ethan Anderson,Jonah Mathews,Daniel Utomi,Onyeka Okongwu,Nick Rakocevic,10.8,17.6,19.2,6.5,13.9
2020 Utah St.,Abel Porter,Sam Merrill,Diogo Brito,Justin Bean,Neemias Queta,13.8,18.5,24.9,12.2,14.2
2020 Vermont,Stef Smith,Ben Shungu,Everett Duncan,Anthony Lamb,Daniel Giddens,10,14.5,13.9,5.6,9.8
2020 Villanova,Collin Gillespie,Justin Moore,Jermaine Samuels,Saddiq Bey,Jeremiah Robinson-Earl,17.7,19.5,25.8,15.6,14.5
2020 Virginia,Kihei Clark,Tomas Woldetensae,Braxton Key,Mamadi Diakite,Jay Huff,9.8,24,24,4.2,17.9
2020 West Virginia,Miles McBride,Sean McNeil,Emmitt Matthews Jr.,Jermaine Haley,Oscar Tshiebwe,10.8,15,29.4,13.7,14.6
2020 Winthrop,Chandler Vaudrin,Kyle Zunic,Hunter Hale,Micheal Anumba,Josh Ferguson,7.3,11.6,4,3,0.2
2020 Wisconsin,D'Mitrik Trice,Brevin Pritzl,Brad Davison,Aleem Ford,Nate Reuvers,13,17.7,21.7,10.1,12.4
2020 Yale,Eric Monroe,Azar Swain,Jalen Gabbidon,Jordan Bruner,Paul Atkinson,11.9,16.7,17,8.7,7
2021 Abilene Christian,Reggie Miller,Damien Daniels,Coryon Mason,Joe Pleasant,Kolton Kohl,6.5,16,12.9,2,10.7
2021 Alabama,Jaden Shackelford,John Petty Jr.,Keon Ellis,Herbert Jones,Jordan Bruner,12.6,17,34.2,14.8,17.8
2021 Appalachian St.,Justin Forrest,Michael Almonacy,Adrian Delph,Donovan Gregory,RJ Duhart,8.1,11.9,-0.5,-0.8,0.2
2021 Arkansas,JD Notae,Davonte Davis,Jalen Tate,Moses Moody,Justin Smith,14.2,17.7,22.6,11.1,14.5
2021 Baylor,Davion Mitchell,Jared Butler,MaCio Teague,Mark Vital,Flo Thamba,18.8,16.8,34.4,22.4,11.2
2021 BYU,Brandon Averette,Alex Barcello,Gideon George,Caleb Lohner,Matt Haarms,12.8,14.7,21.6,12.1,8.8
2021 Clemson,Nick Honor,Alex Hemenway,Clyde Trapp,Hunter Tyson,Aamir Simms,10.3,15,23,9.6,14.6
2021 Cleveland St.,Craig Beaudion,D'Moi Hodge,Tre Gomillion,Torrey Patton,Algevon Eichelberger,7.1,11.9,0.9,-0.1,3
2021 Colgate,Jordan Burns,Nelly Cummings,Tucker Richardson,Ryan Moffatt,Keegan Records,12.3,13.8,12.8,9.3,2.2
2021 Colorado,McKinley Wright IV,Eli Parquet,D'Shawn Schwartz,Evan Battey,Dallas Walton,14.4,16,24.7,12.3,12.7
2021 Connecticut,R.J. Cole,James Bouknight,Tyrese Martin,Isaiah Whaley,Adama Sanogo,15.6,16.8,28.8,16.9,9.6
2021 Creighton,Marcus Zegarowski,Mitch Ballock,Denzel Mahoney,Damien Jefferson,Christian Bishop,16.2,17.8,25.7,15.6,11.1
2021 Drake,Joseph Yesufu,D.J. Wilkins,Garrett Sturtz,Tremell Murphy,Darnell Brodie,13.2,13.4,16.9,12.7,6.2
2021 Drexel,Camren Wynter,Xavier Bell,Zach Walton,T.J. Bickerstaff,James Butler,11.9,10.4,5.7,8.7,-2.5
2021 Eastern Washington,Michael Meadows,Jack Perry,Jacob Groves,Kim Aiken Jr.,Tanner Groves,11.9,11.9,13.5,9.8,4.2
2021 Florida,Tyree Appleby,Noah Locke,Tre Mann,Anthony Duruji,Colin Castleton,14.1,15.7,19.2,12.4,5.1
2021 Florida St.,M.J. Walker,Anthony Polite,Scottie Barnes,Raiquan Gray,Balsa Koprivica,15.2,15.2,32,19,13
2021 Georgetown,Dante Harris,Donald Carey,Chudier Bile,Jamorko Pickett,Qudus Wahab,10.1,16.3,15.1,5.5,8.6
2021 Georgia Tech,Jose Alvarado,Bubba Parham,Michael Devoe,Khalid Moore,Jordan Usher,13.1,15.8,17,9.7,5.5
2021 Gonzaga,Jalen Suggs,Andrew Nembhard,Joel Ayayi,Corey Kispert,Drew Timme,23.4,19.1,44.3,31,20.4
2021 Grand Canyon,Jovan Blacksher Jr.,Mikey Dixon,Oscar Frayer,Alessandro Lever,Asbjorn Midtgaard,10.7,15.8,13.7,6.4,9.3
2021 Hartford,Traci Carter,DJ Mitchell,Austin Williams,Hunter Marks,Miroslav Stafl,6.7,14.6,2.2,-2.4,3.9
2021 Houston,DeJon Jarreau,Marcus Sasser,Quentin Grimes,Reggie Chaney,Justin Gorham,18.7,18.1,36.8,23.3,12.4
2021 Illinois,Trent Frazier,Adam Miller,Ayo Dosunmu,Jacob Grandison,Kofi Cockburn,16.5,17.7,31.8,19.1,13.3
2021 Iona,Asante Gist,Isaiah Ross,Berrick JeanLouis,Dylan van Eyck,Nelly Junior Joseph,9.5,14.6,9.5,4.1,3.7
2021 Iowa,Jordan Bohannon,CJ Fredrick,Connor McCaffery,Joe Wieskamp,Luka Garza,19.1,13.9,30.2,24.6,10.8
2021 Kansas,Marcus Garrett,Bryce Thompson,Ochai Agbaji,Christian Braun,David McCormack,12.5,17.2,18.1,6.9,10.5
2021 Liberty,Chris Parker,Darius McGhee,Elijah Cuffee,Kyle Rode,Blake Preston,13.4,12.9,17.6,14.3,4.4
2021 Loyola Chicago,Braden Norris,Keith Clemons,Lucas Williamson,Aher Uguak,Cameron Krutwig,13,18.5,28.4,12.3,14.4
2021 LSU,Javonte Smart,Cameron Thomas,Aundre Hyatt,Darius Days,Trendon Watford,20.6,13.8,23.5,23.7,5.4
2021 Maryland,Eric Ayala,Darryl Morsell,Hakim Hart,Aaron Wiggins,Donta Scott,16.5,17.4,25.4,15.6,12.1
2021 Michigan,Mike Smith,Eli Brooks,Franz Wagner,Brandon Johns Jr.,Hunter Dickinson,16.1,17.7,30.8,15,14.7
2021 Michigan St.,Rocket Watts,Joshua Langford,Aaron Henry,Malik Hall,Marcus Bingham Jr.,8.5,12.6,16.9,5.9,11.3
2021 Missouri,Xavier Pinson,Dru Smith,Mark Smith,Kobe Brown,Jeremiah Tilmon,12.9,15.4,17.6,10.8,7.4
2021 Morehead St.,Ta'Lon Cooper,Skyelar potter,De'Von Cooper,"James Baker, Jr.",Johni Broome,8.7,15.3,6.9,2.1,2
2021 Mount St. Mary's,Damian Chong Qui,Deandre Thomas,Nana Opoku,Mezie Offurum,Malik Jefferson,6.7,14.6,-2.4,-4.5,-2.3
2021 Norfolk St.,Devante Carter,Joe Bryant Jr.,Kyonze Chavis,Kashaun Hicks,J.J. Matthews,6.5,10.7,0.1,-0.5,1.6
2021 North Carolina,Caleb Love,Kerwin Walton,Leaky Black,Garrison Brooks,Armando Bacot,10.2,15.6,20.3,9.6,9.4
2021 North Texas,Javion Hamlet,Mardrez McBride,James Reese,Thomas Bell,Zachary Simmons,13,16.3,14.3,8.2,5.8
2021 Ohio,Jason Preston,Lunden McDay,Ben Roderick,Ben Vander Plas,Dwight Wilson III,14.5,14.1,17.1,14.9,2.5
2021 Ohio St.,CJ Walker,Duane Washington Jr.,Justice Sueing,Seth Towns,E.J. Liddell,16.6,13.3,23.9,19.4,6.5
2021 Oklahoma,Austin Reaves,Umoja Gibson,Elijah Harkless,Jalen Hill,Brady Manek,12.8,14.7,21.1,12.4,7.3
2021 Oklahoma St.,Avery Anderson III,Rondel Walker,Isaac Likekele,Matthew-Alexander Moncrieffe,Cade Cunningham,11.8,17.8,18.1,7.3,10.6
2021 Oral Roberts,Max Abmas,Carlos Jurgens,Kareem Thompson,Francis Lacis,Kevin Obanor,12.9,11.8,7.6,8.2,-3.5
2021 Oregon,Will Richardson,Chris Duarte,LJ Figueroa,Eric Williams Jr.,Eugene Omoruyi,19.9,18.4,26.4,20.2,8.1
2021 Oregon St.,Ethan Thompson,Jarod Lucas,Zach Reichle,Warith Alatishe,Roman Silva,13.9,14.1,20.3,13.2,7.4
2021 Purdue,Eric Hunter Jr.,Jaden Ivey,Sasha Stefanovic,Mason Gillis,Trevion Williams,14,15.3,22.4,14.4,8.1
2021 Rutgers,Jacob Young,Geo Baker,Paul Mulcahy,Ron Harper Jr.,Myles Johnson,13.3,17.9,22.7,10.2,15
2021 San Diego St.,Terrell Gomez,Trey Pulliam,Jordan Schakel,Matt Mitchell,Nathan Mensah,13.9,16.9,28.1,15.7,14
2021 St. Bonaventure,Kyle Lofton,Jaren Holmes,Dominick Welch,Jalen Adaway,Osun Osunniyi,17.5,21.6,24.3,12.5,13.6
2021 Syracuse,Joseph Girard III,Buddy Boeheim,Alan Griffin,Quincy Guerrier,Marek Dolezaj,17.3,17.1,18.5,13.9,7.4
2021 Tennessee,Santiago Vescovi,Keon Johnson,Jaden Springer,Yves Pons,Josiah-Jordan James,11.4,18.7,24.9,8.6,14.1
2021 Texas,Matt Coleman III,Courtney Ramey,Andrew Jones,Greg Brown III,Jericho Sims,14.4,17.3,20.8,11.8,6.3
2021 Texas Southern,Michael Weathers,Jordan Gilliam,Justin Hopkins,Yahuza Rasas,John Walker III,5.6,11.4,-1,-1.8,-0.6
2021 Texas Tech,Mac McClung,Kyler Edwards,Terrence Shannon Jr.,Kevin McCullar,Marcus Santos-Silva,15.4,19,29.7,16.4,11.1
2021 UC Santa Barbara,Devearl Ramsey,JaQuori McLaughlin,Brandon Cyrus,Miles Norris,Amadou Sow,12.5,14.4,19.4,11.7,8.9
2021 UCLA,Tyger Campbell,Johnny Juzang,Jules Bernard,Jaime Jaquez Jr.,Cody Riley,17.5,16.6,22.9,15.4,9.1
2021 UNC Greensboro,Isaiah Miller,Keyshaun Langley,Kaleb Hunter,Angelo Allegri,Mohammed Abdulsalam,8.8,14,7.5,2.9,4.3
2021 USC,Tahj Eaddy,Isaiah White,Drew Peterson,Isaiah Mobley,Evan Mobley,17.2,18.9,33.9,18.6,15.9
2021 Utah St.,Rollie Worster,Brock Miller,Marco Anthony,Justin Bean,Neemias Queta,11.5,19.7,23.3,7.6,16.3
2021 VCU,Adrian Baldwin Jr.,Nah'Shon Hyland,Vince Williams Jr.,Hason Ward,Levi Stockard,10.2,16.7,20.1,6,9.8
2021 Villanova,Justin Moore,Caleb Daniels,Jermaine Samuels,Cole Swider,Jeremiah Robinson-Earl,17.6,15.4,23.9,18.4,8.3
2021 Virginia,Kihei Clark,Reece Beekman,Trey Murphy III,Sam Hauser,Jay Huff,17.4,18,29,17.7,17.2
2021 Virginia Tech,Wabissa Bede,Tyrece Radford,Nahiem Alleyne,Justyn Mutts,Keve Aluma,12.6,16.7,18.7,8.9,7.7
2021 West Virginia,Miles McBride,Sean McNeil,Emmitt Matthews Jr.,Jalen Bridges,Derek Culver,16,14.1,23,18.4,8.3
2021 Wichita St.,Alterique Gilbert,Tyson Etienne,Dexter Dennis,Trey Wade,Morris Udeze,11.8,14.7,13.6,7.9,6.3
2021 Winthrop,Chandler Vaudrin,Kyle Zunic,Charles Falden,Micheal Anumba,DJ Burns,6.8,12.2,9.4,2.9,4.2
2021 Wisconsin,D'Mitrik Trice,Brad Davison,Jonathan Davis,Aleem Ford,Micah Potter,13.9,17,28,15.8,12
2022 Akron,Xavier Castaneda,Greg Tribble,Mikal Dawson,Ali Ali,Enrique Freeman,12.1,12.4,5.4,7.3,3.2
2022 Alabama,Jahvon Quinerly,Jaden Shackelford,Keon Ellis,Noah Gurley,Charles Bediako,15,13.3,15.9,15.1,5.2
2022 Arizona,Justin Kier,Bennedict Mathurin,Dalen Terry,Azuolas Tubelis,Christian Koloko,16.1,17.1,28.1,19.3,16
2022 Arkansas,JD Notae,Davonte Davis,Au'Diese Toney,Stanley Umude,Jaylin Williams,13.5,19,20.9,9.8,13.8
2022 Auburn,K.D. Johnson,Zep Jasper,Allen Flanigan,Jabari Smith,Walker Kessler,11.5,17.4,15.7,9.4,19.7
2022 Baylor,James Akinjo,Adam Flagler,Kendall Brown,Matthew Mayer,Flo Thamba,15.6,17.6,29,16.8,12.6
2022 Boise St.,"Marcus Shaver, Jr.",Emmanuel Akot,Abu Kigab,Tyson Degenhart,Mladen Armus,13.5,18.7,21.9,7.8,12
2022 Bryant,Luis Hurtado Jr.,Charles Pride,Peter Kiss,Adham Eleeda,Hall Elisias,11.5,11.5,5.7,7.8,1.5
2022 Cal St. Fullerton,Damari Milstead,Tory San Antonio,Latrell Wrightsell Jr.,E.J. Anosike,Vincent Lee,7.7,12,4.6,0.2,5.5
2022 Chattanooga,David Jean-Baptiste,Malachi Smith,Darius Banks,K.C. Hankton,Silvio De Sousa,14,14.7,19.1,12.2,4.8
2022 Colgate,Nelly Cummings,Jack Ferguson,Tucker Richardson,Ryan Moffatt,Keegan Records,13.3,12.4,7.2,9.3,2.6
2022 Colorado St.,Isaiah Stevens,Kendle Moore,John Tonje,David Roddy,Dischon Thomas,16.2,13.6,20.5,15.7,10.9
2022 Connecticut,R.J. Cole,Andre Jackson,Tyrese Martin,Isaiah Whaley,Adama Sanogo,15.8,18.3,25.5,14.4,9.5
2022 Creighton,Trey Alexander,Alex O'Connell,Arthur Kaluma,Ryan Hawkins,Ryan Kalkbrenner,12.3,18,13.6,8.2,13.4
2022 Davidson,Foster Loyer,Michael Jones,Hyunjung Lee,Sam Mennenga,Luka Brajkovic,20.3,14,20.8,23.8,3.2
2022 Delaware,Kevin Anderson,Jameer Nelson Jr.,Ebby Asamoah,Jyare Davis,Andrew Carr,10.9,11.3,8.1,6.9,4.6
2022 Duke,Jeremy Roach,Wendell Moore Jr.,AJ Griffin,Paolo Banchero,Mark Williams,18.8,16.7,26.2,25.5,13
2022 Georgia St.,Justin Roberts,Corey Allen,Kane Williams,Eliel Nsoseme,Jalen Thomas,9.9,13.8,13.2,3.9,6.7
2022 Gonzaga,Andrew Nembhard,Rasir Bolton,Julian Strawther,Drew Timme,Chet Holmgren,19.7,19.5,32.1,26,19.1
2022 Houston,Jamal Shead,Kyler Edwards,Taze Moore,Fabian White Jr.,Josh Carlton,17.8,19.7,31.9,21.2,17.9
2022 Illinois,Trent Frazier,Alfonso Plummer,Da'Monte Williams,Coleman Hawkins,Kofi Cockburn,15.5,17.1,21.3,14.2,8.4
2022 Indiana,Xavier Johnson,Parker Stewart,Miller Kopp,Race Thompson,Trayce Jackson-Davis,12.8,17.1,17.1,11.7,12.2
2022 Iowa,Jordan Bohannon,Tony Perkins,Patrick McCaffery,Keegan Murray,Filip Rebraca,16.6,12.8,29.3,23.7,15.2
2022 Iowa St.,Tyrese Hunter,Gabe Kalscheur,Izaiah Brockington,Aljaz Kunc,George Conditt IV,9.5,18.2,13.5,1,12.9
2022 Jacksonville St.,Jalen Finch,Jalen Gibbs,Darian Adams,Kayne Henry,Brandon Huffman,9.5,12.7,6,1.4,2.8
2022 Kansas,Dajuan Harris Jr.,Ochai Agbaji,Christian Braun,Jalen Wilson,David McCormack,19,18.1,30.4,21.7,12.6
2022 Kentucky,Sahvir Wheeler,TyTy Washington Jr.,Kellan Grady,Keion Brooks Jr.,Oscar Tshiebwe,19.7,18.4,24.6,21.6,10.6
2022 Longwood,Justin Hill,DeShaun Wade,Jesper Granlund,Isaiah Wilkins,Zac Watson,10.3,10.6,9.4,6.7,3.2
2022 Loyola Chicago,Braden Norris,Lucas Williamson,Tate Hall,Aher Uguak,Chris Knight,12.3,15.8,20,10.5,12.1
2022 LSU,Xavier Pinson,Eric Gaines,Brandon Murray,Tari Eason,Darius Days,13.2,20.2,25.9,12.9,18.7
2022 Marquette,Tyler Kolek,Darryl Morsell,Olivier-Maxence Prosper,Justin Lewis,Kur Kuath,10.3,15.2,9.3,4.9,11.5
2022 Memphis,Alex Lomax,Lester Quinones,Landers Nolley II,DeAndre Williams,Jalen Duren,11.6,16.1,20.5,12.1,12.7
2022 Miami FL,Charlie Moore,Isaiah Wong,Kameron McGusty,Jordan Miller,Sam Waardenburg,18.6,15.1,18.1,16.3,6.3
2022 Michigan,Frankie Collins,Eli Brooks,Caleb Houstan,Moussa Diabate,Hunter Dickinson,14.4,14.4,11.5,10.3,7.3
2022 Michigan St.,Tyson Walker,Max Christie,Gabe Brown,Joey Hauser,Marcus Bingham Jr.,11,13.7,14.3,13.1,8.7
2022 Montana St.,Xavier Bishop,Amin Adamu,Tyler Patterson,Abdul Mohamed,Jubrile Belo,8.5,12.7,4.8,3.8,-0.3
2022 Murray St.,Justice Hill,Tevin Brown,Trae Hannibal,DJ Burns,KJ Williams,15.6,17.3,22.1,16.3,7.8
2022 New Mexico St.,Jabari Rice,Clayton Henry,Teddy Allen,Johnny McCants,Will McNair Jr.,11.6,14.6,15.1,6.6,5.1
2022 Norfolk St.,Joe Bryant Jr.,Jalen Hawkins,Tyrese Jenkins,Dana Tate Jr.,Kris Bankston,10.2,12.9,6.6,5.6,2.8
2022 North Carolina,RJ Davis,Caleb Love,Leaky Black,Brady Manek,Armando Bacot,17.9,17.2,23.8,17.5,15.1
2022 Notre Dame,Prentiss Hubb,Blake Wesley,Cormac Ryan,Dane Goodwin,Paul Atkinson,15.5,16,15.7,12.2,9.2
2022 Ohio St.,Jamari Wheeler,Malaki Branham,Eugene Brown III,Kyle Young,E.J. Liddell,16.5,13.1,17.5,18.1,8.9
2022 Providence,Aljami Durham,A.J. Reeves,Justin Minaya,Noah Horchler,Nate Watson,12.9,15.8,17,11.6,6.5
2022 Purdue,Jaden Ivey,Eric Hunter Jr.,Sasha Stefanovic,Mason Gillis,Zach Edey,17.4,13.2,20.6,25.9,8
2022 Richmond,Jacob Gilyard,Andre Gustavson,Nathan Cayo,Tyler Burton,Grant Golden,13.8,15.1,12.8,9.3,9.5
2022 Rutgers,Geo Baker,Paul Mulcahy,Caleb McConnell,Ron Harper Jr.,Clifford Omoruyi,11.6,17.5,15.6,7.4,11.6
2022 Saint Mary's,Tommy Kuhse,Logan Johnson,Alex Ducas,Kyle Bowen,Matthias Tass,14.4,19.4,22.4,10.9,12.9
2022 Saint Peter's,Matthew Lee,Daryl Banks III,KC Ndefo,Hassan Drame,Clarence Rupert,5.2,12.7,9.2,-1.6,8
2022 San Diego St.,Trey Pulliam,Lamont Butler,Matt Bradley,Keshad Johnson,Nathan Mensah,8.8,19.8,20,2.7,16.6
2022 San Francisco,Jamaree Bouyea,Khalil Shabazz,Julian Rishwain,Josh Kunen,Patrick Tape,11.8,15.2,20.2,9.4,8.4
2022 Seton Hall,Jamir Harris,Myles Cale,Jared Rhoden,Alexis Yetna,Tyrese Samuel,9.9,15.5,12.6,4.4,7.8
2022 South Dakota St.,Baylor Scheierman,Charlie Easley,Zeke Mayo,Alex Arians,Douglas Wilson,14.1,11.2,14.7,14.7,0.4
2022 TCU,Mike Miles Jr.,Damion Baugh,Chuck O'Bannon Jr.,Emanuel Miller,Eddie Lampkin Jr.,13.2,16.7,18.9,11.4,10.5
2022 Tennessee,Zakai Zeigler,Kennedy Chandler,Santiago Vescovi,Josiah-Jordan James,John Fulkerson,14.5,19.3,34.1,14.8,19
2022 Texas,Marcus Carr,Courtney Ramey,Andrew Jones,Timmy Allen,Christian Bishop,13.7,17.7,22.6,14.3,12.6
2022 Texas A&M Corpus Chris,Jalen Jackson,Terrion Murdix,Simeon Fryer,Isaac Mushila,De'Lazarus Keys,4.9,11.2,3.7,-2.8,7.3
2022 Texas Southern,PJ Henry,Bryson Etienne,AJ Lawson,Joirdon Karl Nicholas,Brison Gresham,4.1,10.9,-1.2,-5.3,4.7
2022 Texas Tech,Adonis Arms,Terrence Shannon Jr.,Kevin McCullar,Bryson Williams,Kevin Obanor,13.9,18.3,27.7,15.4,17.9
2022 UAB,Jordan Walker,Michael Ertel,Quan Jackson,KJ Buffen,Trey Jemison,13.7,14.9,17,11.1,5.6
2022 UCLA,Tyger Campbell,Jules Bernard,Johnny Juzang,Jaime Jaquez Jr.,Cody Riley,16.7,17,26.3,17.3,12.2
2022 USC,Boogie Ellis,Max Agbonkpolo,Drew Peterson,Chevez Goodwin,Isaiah Mobley,14.3,15.9,14.7,12.1,7.6
2022 Vermont,Ben Shungu,Justin Mazzulla,Finn Sullivan,Isaiah Powell,Ryan Davis,13.2,14.9,15.9,14.5,6.3
2022 Villanova,Collin Gillespie,Justin Moore,Caleb Daniels,Brandon Slater,Jermaine Samuels,19.3,18,27.6,18.3,9.6
2022 Virginia Tech,Storm Murphy,Hunter Cattoor,Nahiem Alleyne,Justyn Mutts,Keve Aluma,15.2,17.5,18.4,14.2,7.8
2022 Wisconsin,Chucky Hepburn,Brad Davison,Johnny Davis,Tyler Wahl,Steven Crowl,16.4,18.3,22.5,13.8,9.7
2022 Wright St.,Trey Calvin,Keaton Norris,Tanner Holden,Tim Finke,Grant Basile,11.3,12.1,2.5,5.3,-1.1
2022 Wyoming,Hunter Maldonado,Xavier DuSell,Drake Jeffries,Jeremiah Oden,Graham Ike,15.5,17.4,16.9,9.2,6.5
2022 Yale,Bez Mbeng,Azar Swain,Jalen Gabbidon,Matt Knowling,Isaiah Kelly,7.7,12.4,10.1,1,7.6
2023 Alabama,Jahvon Quinerly,Mark Sears,Brandon Miller,Noah Clowney,Charles Bediako,15.1,18.6,36.8,18.7,17.9
2023 Arizona,Kerr Kriisa,Courtney Ramey,Cedric Henderson Jr.,Azuolas Tubelis,Oumar Ballo,16.3,16.8,26.9,18.5,12.9
2023 Arizona St.,Frankie Collins,DJ Horne,Desmond Cambridge Jr.,Devan Cambridge,Warren Washington,11.4,17.3,22.4,11.3,12.1
2023 Arkansas,Davonte Davis,Ricky Council IV,Anthony Black,Jordan Walsh,Makhi Mitchell,12.3,18.7,23.4,10.2,11
2023 Auburn,Wendell Green Jr.,Zep Jasper,Allen Flanigan,Jaylin Williams,Johni Broome,11.7,15.9,22.9,12.5,12.5
2023 Baylor,Adam Flagler,LJ Cryer,Keyonte George,Jalen Bridges,Flo Thamba,18.3,14.9,24.4,20.7,7.7
2023 Boise St.,Marcus Shaver Jr.,Max Rice,Naje Smith,Chibuzo Agbo,Tyson Degenhart,14.9,20.4,22.3,11.7,10.5
2023 Charleston,Ryan Larson,Reyne Smith,Dalton Bolon,Jaylon Scott,Ante Brzovic,9.5,13.5,18.5,11,3.8
2023 Colgate,Braeden Smith,Oliver Lynch-Daniels,Tucker Richardson,Ryan Moffatt,Keegan Records,14.7,12.4,14.4,14.4,3.3
2023 Connecticut,Tristen Newton,Jordan Hawkins,Andre Jackson Jr.,Alex Karaban,Adama Sanogo,18.1,18.1,35.6,22.8,14.7
2023 Creighton,Ryan Nembhard,Trey Alexander,Baylor Scheierman,Arthur Kaluma,Ryan Kalkbrenner,17.7,19.9,28.7,16.1,12
2023 Drake,Roman Penn,D.J. Wilkins,Garrett Sturtz,Tucker DeVries,Darnell Brodie,12.8,16.9,17.2,8.6,12.7
2023 Duke,Jeremy Roach,Tyrese Proctor,Mark Mitchell,Kyle Filipowski,Dereck Lively II,12.9,17.6,24.7,11.3,14.7
2023 Fairleigh Dickinson,Demetre Roberts,Grant Singleton,Sean Moore,Joe Munden Jr.,Ansley Almonor,10.7,5.6,-4,6.8,-7.5
2023 Florida Atlantic,Bryan Greenlee,Nicholas Boyd,Alijah Martin,Johnell Davis,Vladislav Goldin,12.2,15.3,26.6,15.9,12.4
2023 Furman,JP Pegues,Mike Bothwell,Marcus Foster,Jalen Slawson,Garrett Hien,13.7,13.2,13.9,12.4,3.3
2023 Gonzaga,Nolan Hickman,Rasir Bolton,Julian Strawther,Anton Watson,Drew Timme,18.5,15.6,27.3,21.5,7.7
2023 Grand Canyon,Rayshon Harrison,Chance McMillian,Walter Ellis,Noah Baumann,Gabe McGlothan,13.9,10.9,10.9,13,1.5
2023 Houston,Jamal Shead,Marcus Sasser,Tramon Mark,J'Wan Roberts,Jarace Walker,17.5,22.2,38.2,20.7,19
2023 Howard,Elijah Hawkins,Marcus Dockery,Shy Odom,Steve Settle III,Jordan Wood,7.6,10.2,2.3,4.5,-2.8
2023 Illinois,Terrence Shannon Jr.,RJ Melendez,Matthew Mayer,Coleman Hawkins,Dain Dainja,12.4,17.3,23.8,12.4,11
2023 Indiana,Jalen Hood-Schifino,Trey Galloway,Miller Kopp,Race Thompson,Trayce Jackson-Davis,15.4,17.7,24.5,15,8.7
2023 Iona,Daniss Jenkins,Walter Clayton Jr.,Berrick JeanLouis,Nelly Junior Joseph,Osborn Shema,14.1,17.5,21.5,12.1,10.6
2023 Iowa,Ahron Ulis,Tony Perkins,Connor McCaffery,Kris Murray,Filip Rebraca,17.1,14.2,17.4,15.3,10.1
